NCIt Code	SwissProt ID	NCIt Preferred Name
C17976	Q12774	Rho Guanine Nucleotide Exchange Factor 5
C97202	Q14155	Rho Guanine Nucleotide Exchange Factor 7
C29877	Q13464	Rho-Associated Protein Kinase 1
C129080	P08100	Rhodopsin
C29868	Q15835	Rhodopsin Kinase
C91265	P25800	Rhombotin-1
C17974	P25791	Rhombotin-2
C143024	Q8TCX5	Rhophilin-1
C17331	P62745	Rho-Related GTP-Binding Protein RhoB
C17416	P08134	Rho-Related GTP-Binding Protein RhoC
C21340	Q15669	Rho-Related GTP-Binding Protein RhoH
C106082	Q9H4E5	Rho-Related GTP-Binding Protein RhoJ
C114327	Q7L0Q8	Rho-Related GTP-Binding Protein RhoU
C29876	Q9NRR4	Ribonuclease 3
C101604	P13489	Ribonuclease Inhibitor
C104725	O75818	Ribonuclease P Protein Subunit p40
C131188	Q8IY67	Ribonucleoprotein PTB-Binding 1
C134318	Q9HCJ3	Ribonucleoprotein PTB-Binding 2
C21213	P23921	Ribonucleoside-Diphosphate Reductase Large Subunit
C26621	P31350	Ribonucleoside-Diphosphate Reductase M2
C104772	Q7LG56	Ribonucleoside-Diphosphate Reductase Subunit M2 B
C104766	Q15418	Ribosomal Protein S6 Kinase Alpha-1
C150309	Q15349	Ribosomal Protein S6 Kinase Alpha-2
C29909	O75582	Ribosomal Protein S6 Kinase Alpha-5
C84317	P23443	Ribosomal Protein S6 Kinase Beta-1
C29911	Q9UBS0	Ribosomal Protein S6 Kinase Beta-2
C26433	Q9NZM5	Ribosome Biogenesis Protein NOP53
C97769	Q9Y3A5	Ribosome Maturation Protein SBDS
C103986	P16083	Ribosyldihydronicotinamide Dehydrogenase [Quinone]
C29834	P62877	RING Box Protein 1
C29874	Q9Y3C5	RING Finger Protein 11
C97392	Q63HN8	Ring Finger Protein 213
C84409	Q15633	RISC-Loading Complex Subunit TARBP2
C98196	Q9NWB1	RNA Binding Protein Fox-1 Homolog 1
C97518	P55199	RNA Polymerase II Elongation Factor ELL
C118342	Q6PD62	RNA Polymerase-Associated Protein CTR9 Homolog
C114447	P29558	RNA-Binding Motif, Single-Stranded-Interacting Protein 1
C115386	P98175	RNA-Binding Protein 10
C114450	Q96PK6	RNA-Binding Protein 14
C99643	Q9H0Z9	RNA-Binding Protein 38
C106260	Q9BWF3	RNA-Binding Protein 4
C29832	P52756	RNA-Binding Protein 5
C29833	P78332	RNA-Binding Protein 6
C17904	Q01844	RNA-Binding Protein EWS
C91854	P35637	RNA-Binding Protein FUS
C74473	O43347	RNA-Binding Protein Musashi Homolog 1
C91358	Q96DH6	RNA-Binding Protein Musashi Homolog 2
C21182	P51513	RNA-Binding Protein Nova-1
C33977	Q9UNW9	RNA-Binding Protein Nova-2
C125182	Q93062	RNA-Binding Protein With Multiple Splicing
C143010	Q9HAT0	Ropporin-1A
C126590	Q9Y6N7	Roundabout Homolog 1
C126776	Q9HCK4	Roundabout Homolog 2
C126779	Q96MS0	Roundabout Homolog 3
C74446	Q8WZ75	Roundabout Homolog 4
C112098	Q9BRU9	rRNA-Processing Protein UTP23 Homolog
C114396	Q9Y3B9	RRP15-Like Protein
C106069	Q6UXX9	R-Spondin-2
C29579	Q9BXY4	R-Spondin-3
C18319	Q01196	Runt-Related Transcription Factor 1
C91787	Q13950	Runt-Related Transcription Factor 2
C91790	Q13761	Runt-Related Transcription Factor 3
C105966	Q9Y3V2	RWD Domain-Containing Protein 3
C150313	P21817	Ryanodine Receptor 1
C102775	P17707	S-Adenosylmethionine Decarboxylase Proenzyme
C117035	Q9Y467	Sal-Like Protein 2
C112908	Q9UJQ4	Sal-Like Protein 4
C98205	Q9Y3Z3	SAM Domain and HD Domain-Containing Protein 1
C102920	O95238	SAM Pointed Domain-Containing Ets Transcription Factor
C98014	P82979	SAP Domain-Containing Ribonucleoprotein
C106418	P16615	Sarcoplasmic/Endoplasmic Reticulum Calcium ATPase 2
C29997	Q14714	Sarcospan
C19674	Q15424	Scaffold Attachment Factor B1
C102463	Q8WTV0	Scavenger Receptor Class B Member 1
C106363	Q14162	Scavenger Receptor Class F Member 1
C104064	Q86VB7	Scavenger Receptor Cysteine-Rich Type 1 Protein M130
C116959	Q7Z7L1	Schlafen Family Member 11
C98081	Q9P0W5	Schwannomin-Interacting Protein 1
C105078	Q9BQB4	Sclerostin
C132099	Q6X4U4	Sclerostin Domain-Containing Protein 1
C101128	M74558	SCL-Interrupting Locus Protein
C111871	Q92503	SEC14-Like Protein 1
C29932	Q8WVN6	Secreted and Transmembrane Protein 1
C95302	Q8N474	Secreted Frizzled-Related Protein 1
C105003	Q96HF1	Secreted Frizzled-Related Protein 2
C29941	Q6FHJ7	Secreted Frizzled-Related Protein 4
C105006	Q5T4F7	Secreted Frizzled-Related Protein 5
C148314	P09683	Secretin
C29931	P47872	Secretin Receptor
C113537	O95969	Secretoglobin Family 1D Member 2
C104997	Q96QR1	Secretoglobin Family 3A Member 1
C20684	P05060	Secretogranin-1
C20685	P13521	Secretogranin-2
C114547	Q13018	Secretory Phospholipase A2 Receptor
C18581	O95997	Securin
C114516	O14640	Segment Polarity Protein Dishevelled Homolog DVL-1
C126628	P57772	Selenocysteine-Specific Elongation Factor
C126955	O60613	Selenoprotein F
C105739	P49908	Selenoprotein P
C131515	O95025	Semaphorin-3D
C29935	O15041	Semaphorin-3E
C106010	Q13275	Semaphorin-3F
C106610	Q92854	Semaphorin-4D
C113554	Q9H2E6	Semaphorin-6A
C98063	Q9P0U3	Sentrin-Specific Protease 1
C98049	Q9GZR1	Sentrin-Specific Protease 6
C17799	Q12884	Seprase
C104505	O43236	Septin-4
C97729	Q99719	Septin-5
C97784	Q14141	Septin-6
C114432	Q92599	Septin-8
C97899	Q9UHD8	Septin-9
C101493	Q13501	Sequestosome-1
C104970	P34896	Serine Hydroxymethyltransferase, Cytosolic
C127890	O15269	Serine Palmitoyltransferase 1
C101720	P05981	Serine Protease Hepsin
C101311	Q92743	Serine Protease HTRA1
C116045	Q07955	Serine/Arginine-Rich Splicing Factor 1
C101112	Q01130	Serine/Arginine-Rich Splicing Factor 2
C97787	P84103	Serine/Arginine-Rich Splicing Factor 3
C34080	P67775	Serine/Threonine Protein Phosphatase 2A Catalytic Subunit Alpha Isoform
C34081	P62714	Serine/Threonine Protein Phosphatase 2A Catalytic Subunit Beta Isoform
C38523	Q08209	Serine/Threonine Protein Phosphatase 2B Catalytic Subunit Alpha Isoform
C38525	P16298	Serine/Threonine Protein Phosphatase 2B Catalytic Subunit Beta Isoform
C38527	P48454	Serine/Threonine Protein Phosphatase 2B Catalytic Subunit Gamma Isoform
C102911	P49842	Serine/Threonine-Protein Kinase 19
C99479	Q13188	Serine/Threonine-Protein Kinase 3
C94751	Q9BYT3	Serine/Threonine-Protein Kinase 33
C122740	Q8TDR2	Serine/Threonine-Protein Kinase 35
C150326	Q9NRP7	Serine/Threonine-Protein Kinase 36
C99483	Q13043	Serine/Threonine-Protein Kinase 4
C18535	P10398	Serine/Threonine-Protein Kinase A-Raf
C21430	Q13535	Serine/Threonine-Protein Kinase ATR
C17476	P15056	Serine/Threonine-Protein Kinase B-Raf
C25919	O14757	Serine/Threonine-Protein Kinase Chk1
C40966	O96017	Serine/Threonine-Protein Kinase Chk2
C95258	Q15139	Serine/Threonine-Protein Kinase D1
C95261	Q9BZL6	Serine/Threonine-Protein Kinase D2
C95264	O94806	Serine/Threonine-Protein Kinase D3
C150263	Q9UPZ9	Serine/Threonine-Protein Kinase ICK
C26344	O95835	Serine/Threonine-Protein Kinase LATS1
C26346	Q9NRM7	Serine/Threonine-Protein Kinase LATS2
C73466	Q8IWU2	Serine/Threonine-Protein Kinase LMTK2
C150283	Q9P0L2	Serine/Threonine-Protein Kinase MARK1
C126472	Q7KZI7	Serine/Threonine-Protein Kinase MARK2
C152063	Q5VT25	Serine/Threonine-Protein Kinase MRCK Alpha
C38929	P42345	Serine/Threonine-Protein Kinase mTOR
C125199	Q16512	Serine/Threonine-Protein Kinase N1
C132118	Q96PY6	Serine/Threonine-Protein Kinase Nek1
C90326	Q6ZWH5	Serine/Threonine-Protein Kinase Nek10
C138106	P51955	Serine/Threonine-Protein Kinase Nek2
C104846	P51956	Serine/Threonine-Protein Kinase Nek3
C106063	Q8TD19	Serine/Threonine-Protein Kinase Nek9
C90154	Q9UBE8	Serine/Threonine-Protein Kinase NLK
C42594	Q13153	Serine/Threonine-Protein Kinase PAK 1
C127851	O75914	Serine/Threonine-Protein Kinase PAK 3
C30119	Q9NQU5	Serine/Threonine-Protein Kinase PAK 6
C18600	P11309	Serine/Threonine-Protein Kinase Pim-1
C104800	Q9P1W9	Serine/Threonine-Protein Kinase Pim-2
C17911	P53350	Serine/Threonine-Protein Kinase PLK1
C29991	Q9NYY3	Serine/Threonine-Protein Kinase PLK2
C25988	Q9H4B4	Serine/Threonine-Protein Kinase PLK3
C119603	O00444	Serine/Threonine-Protein Kinase PLK4
C26613	P37023	Serine/Threonine-Protein Kinase Receptor R3
C101561	O00141	Serine/Threonine-Protein Kinase Sgk1
C92520	Q9H0K1	Serine/Threonine-Protein Kinase SIK2
C116680	Q96Q15	Serine/Threonine-Protein Kinase SMG1
C18183	Q15831	Serine/Threonine-Protein Kinase STK11
C125175	Q7L7X3	Serine/Threonine-Protein Kinase TAO1
C106220	Q9H2K8	Serine/Threonine-Protein Kinase TAO3
C30077	Q9UHD2	Serine/Threonine-Protein Kinase TBK1
C116614	O75385	Serine/Threonine-Protein Kinase ULK1
C105604	Q9H4A3	Serine/Threonine-Protein Kinase WNK1
C143108	Q9Y3S1	Serine/Threonine-Protein Kinase WNK2
C113614	O75460	Serine/Threonine-Protein Kinase/Endoribonuclease IRE1
C134508	P63151	Serine/Threonine-Protein Phosphatase 2A 55 kDa Regulatory Subunit B Alpha Isoform
C34087	Q15172	Serine/Threonine-Protein Phosphatase 2A 56 kDa Regulatory Subunit Alpha Isoform
C34088	Q15173	Serine/Threonine-Protein Phosphatase 2A 56 kDa Regulatory Subunit Beta Isoform
C34090	Q14738	Serine/Threonine-Protein Phosphatase 2A 56 kDa Regulatory Subunit Delta Isoform
C34091	Q16537	Serine/Threonine-Protein Phosphatase 2A 56 kDa Regulatory Subunit Epsilon Isoform
C34089	Q13362	Serine/Threonine-Protein Phosphatase 2A 56 kDa Regulatory Subunit Gamma Isoform
C92538	P30153	Serine/Threonine-Protein Phosphatase 2A 65 kDa Regulatory Subunit A Alpha Isoform
C34084	P30154	Serine/Threonine-Protein Phosphatase 2A 65 kDa Regulatory Subunit A Beta Isoform
C34085	Q15257	Serine/Threonine-Protein Phosphatase 2A Activator
C37317	Q9Y5P8	Serine/Threonine-Protein Phosphatase 2A Regulatory Subunit B'' Subunit Beta
C102903	O00743	Serine/Threonine-Protein Phosphatase 6 Catalytic Subunit
C34079	P62136	Serine/Threonine-Protein Phosphatase PP1-Alpha Catalytic Subunit
C17924	Q13315	Serine-Protein Kinase ATM
C112491	Q9C0I3	Serine-Rich Coiled-Coil Domain-Containing Protein 1
C17211	P02787	Serotransferrin
C106017	Q86WD7	Serpin A9
C148322	P29508	Serpin B3
C148326	P48594	Serpin B4
C17790	P36952	Serpin B5
C104580	P50453	Serpin B9
C29937	O75830	Serpin I2
C116049	P27169	Serum Paraoxonase/Arylesterase 1
C113557	Q15165	Serum Paraoxonase/Arylesterase 2
C91799	P11831	Serum Response Factor
C137980	Q9Y6P5	Sestrin-1
C104868	P58005	Sestrin-3
C40249	Q9H7B4	SET and MYND Domain-Containing Protein 3
C106637	Q9Y6X0	SET-Binding Protein
C17128	P04278	Sex Hormone-Binding Globulin
C75529	Q05066	Sex-Determining Region Y Protein
C75395	O60880	SH2 Domain-Containing Protein 1A
C118226	O14796	SH2 Domain-Containing Protein 1B
C29943	Q9BRG2	SH2 Domain-Containing Protein 3A
C29944	Q8N5H7	SH2 Domain-Containing Protein 3C
C29942	Q9NRF2	SH2B Adapter Protein 1
C21323	O14492	SH2B Adapter Protein 2
C102804	Q9UQQ2	SH2B Adapter Protein 3
C147944	Q9UPX8	SH3 and Multiple Ankyrin Repeat Domains Protein 2
C75401	Q9BYB0	SH3 and Multiple Ankyrin Repeat Domains Protein 3
C99613	Q5TCZ1	SH3 and PX Domain-Containing Protein 2A
C119651	A1X283	SH3 and PX Domain-Containing Protein 2B
C101439	P78314	SH3 Domain-Binding Protein 2
C101377	O60239	SH3 Domain-Binding Protein 5
C132143	Q96B97	SH3 Domain-Containing Kinase-Binding Protein 1
C98007	Q5HYK7	SH3 Domain-Containing Protein 19
C101613	Q9H0F6	Sharpin
C29946	P29353	SHC-Transforming Protein 1
C29978	P98077	SHC-Transforming Protein 2
C29961	Q92529	SHC-Transforming Protein 3
C122908	A0MZ66	Shootin-1
C75405	O15266	Short Stature Homeobox Protein
C102488	Q9UBN4	Short Transient Receptor Potential Channel 4
C131286	Q8TEL6	Short Transient Receptor Potential Channel 4-Associated Protein
C82876	P16219	Short-Chain Specific Acyl-CoA Dehydrogenase, Mitochondrial
C119718	Q5FBB7	Shugoshin 1
C91284	Q9HAT2	Sialate O-Acetylesterase
C123871	Q9Y336	Sialic Acid-Binding Ig-Like Lectin 9
C29580	Q9NXL6	SID1 Transmembrane Family Member 1
C114308	Q9NQ36	Signal Peptide, CUB and EGF-Like Domain-Containing Protein 2
C29994	P09132	Signal Recognition Particle 19kDa Protein
C28659	P42224	Signal Transducer and Activator of Transcription 1-Alpha/Beta
C28660	P52630	Signal Transducer and Activator of Transcription 2
C28664	P40763	Signal Transducer and Activator of Transcription 3
C28665	Q14765	Signal Transducer and Activator of Transcription 4
C28668	P42229	Signal Transducer and Activator of Transcription 5A
C28669	P51692	Signal Transducer and Activator of Transcription 5B
C28670	P42226	Signal Transducer and Activator of Transcription 6
C68587	P25063	Signal Transducer CD24
C48965	Q96FS4	Signal-Induced Proliferation-Associated Protein 1
C104061	Q13291	Signaling Lymphocytic Activation Molecule
C29969	O00241	Signal-Regulatory Protein Beta-1
C21378	Q9ULZ2	Signal-Transducing Adaptor Protein 1
C75510	P81133	Single-Minded Homolog 1
C150318	Q53HV7	Single-Strand Selective Monofunctional Uracil DNA Glycosylase
C101505	P81877	Single-Stranded DNA-Binding Protein 2
C126610	Q29RF7	Sister Chromatid Cohesion Protein PDS5 Homolog A
C21332	Q9Y451	Sister Chromatid Cohesion Protein PDS5 Homolog B
C29970	P12757	SKI-Like Protein
C105057	Q96DU3	SLAM Family Member 6
C95308	Q9NQ25	SLAM Family Member 7
C90133	Q96PX8	SLIT and NTRK-Like Protein 1
C126784	O75093	Slit Homolog 1 Protein
C126787	O94813	Slit Homolog 2 Protein
C126790	O75094	Slit Homolog 3 Protein
C131602	O75044	SLIT-ROBO Rho GTPase-Activating Protein 2
C97799	O43295	SLIT-ROBO Rho GTPase-Activating Protein 3
C131751	O75264	Small Integral Membrane Protein 24
C119654	Q9Y448	Small Kinetochore-Associated Protein
C30091	P62306	Small Nuclear Ribonucleoprotein F
C132042	P62318	Small Nuclear Ribonucleoprotein Sm D3
C75578	P63162	Small Nuclear Ribonucleoprotein-Associated Protein N
C114898	P35326	Small Proline-Rich Protein 2A
C106291	P63165	Small Ubiquitin-Related Modifier 1
C103996	Q13126	S-Methyl-5'-Thioadenosine Phosphorylase
C104884	Q9H2M3	S-Methylmethionine-Homocysteine S-Methyltransferase BHMT2
C29980	Q99835	Smoothened Homolog
C104856	Q9Y675	SNRPN Upstream Reading Frame Protein
C29993	Q13573	SNW Domain-Containing Protein 1
C90141	Q9Y6M7	Sodium Bicarbonate Cotransporter 3
C102449	P35498	Sodium Channel Protein Type 1 Subunit Alpha
C102446	Q99250	Sodium Channel Protein Type 2 Subunit Alpha
C131568	Q14524	Sodium Channel Protein Type 5 Subunit Alpha
C114813	Q15858	Sodium Channel Protein Type 9 Subunit Alpha
C118229	P32418	Sodium/Calcium Exchanger 1
C77168	P13866	Sodium/Glucose Cotransporter 1
C119006	P31639	Sodium/Glucose Cotransporter 2
C118915	P19634	Sodium/Hydrogen Exchanger 1
C125271	Q8IVB4	Sodium/Hydrogen Exchanger 9
C17536	Q92911	Sodium/Iodide Cotransporter
C96051	O00337	Sodium/Nucleoside Cotransporter 1
C113320	O43868	Sodium/Nucleoside Cotransporter 2
C113764	P05023	Sodium/Potassium-Transporting ATPase Subunit Alpha-1
C98052	Q5VXU1	Sodium/Potassium-Transporting ATPase Subunit Beta-1-Interacting Protein 2
C132089	P54709	Sodium/Potassium-Transporting ATPase Subunit Beta-3
C121499	Q8N695	Sodium-Coupled Monocarboxylate Transporter 1
C111849	Q99624	Sodium-Coupled Neutral Amino Acid Transporter 3
C142762	Q8NBW4	Sodium-Coupled Neutral Amino Acid Transporter 9
C113530	Q01959	Sodium-Dependent Dopamine Transporter
C117244	P23975	Sodium-Dependent Noradrenaline Transporter
C101436	O95436	Sodium-Dependent Phosphate Transport Protein 2B
C105876	P31645	Sodium-Dependent Serotonin Transporter
C97377	Q8WVQ1	Soluble Calcium-Activated Nucleotidase 1
C18436	P00533	Soluble Epidermal Growth Factor Receptor
C18435	P04626	Soluble Receptor Tyrosine-Protein Kinase erbB-2
C147053	P19438	Soluble Tumor Necrosis Factor Receptor Superfamily Member 1A
C103890	P28908	Soluble Tumor Necrosis Factor Receptor Superfamily Member 8
C141267	P35968	Soluble Vascular Endothelial Growth Factor Receptor 2
C102515	P55011	Solute Carrier Family 12 Member 2
C124991	Q9Y666	Solute Carrier Family 12 Member 7
C17585	P11166	Solute Carrier Family 2, Facilitated Glucose Transporter Member 1
C119009	P11168	Solute Carrier Family 2, Facilitated Glucose Transporter Member 2
C115022	P11169	Solute Carrier Family 2, Facilitated Glucose Transporter Member 3
C89053	P14672	Solute Carrier Family 2, Facilitated Glucose Transporter Member 4
C105075	O15245	Solute Carrier Family 22 Member 1
C107576	O15244	Solute Carrier Family 22 Member 2
C113563	O75751	Solute Carrier Family 22 Member 3
C114429	Q9BXS9	Solute Carrier Family 26 Member 6
C113323	Q9HAS3	Solute Carrier Family 28 Member 3
C97793	Q96JT2	Solute Carrier Family 45 Member 3
C106616	Q9Y6L6	Solute Carrier Organic Anion Transporter Family Member 1B1
C106619	Q9NPD5	Solute Carrier Organic Anion Transporter Family Member 1B3
C105431	O94956	Solute Carrier Organic Anion Transporter Family Member 2B1
C28419	P01286	Somatoliberin
C28418	P61278	Somatostatin
C18035	P30872	Somatostatin Receptor Type 1
C17922	P30874	Somatostatin Receptor Type 2
C118484	P30874	Somatostatin Receptor Type 2b
C18043	P32745	Somatostatin Receptor Type 3
C17987	P31391	Somatostatin Receptor Type 4
C17927	P35346	Somatostatin Receptor Type 5
C2288	P01241	Somatotropin
C116311	Q07889	Son of Sevenless Homolog 1
C29962	Q15465	Sonic Hedgehog Protein
C126604	O94875	Sorbin and SH3 Domain-Containing Protein 2
C126511	Q92673	Sortilin-Related Receptor
C101746	Q96RF0	Sorting Nexin-18
C97766	Q8TEQ0	Sorting Nexin-29
C102908	Q8N9S9	Sorting Nexin-31
C92668	P09486	SPARC
C106066	Q14515	SPARC-Like Protein 1
C113529	Q9NUQ6	SPATS2-Like Protein
C102538	O43791	Speckle-Type POZ Protein
C132083	Q01082	Spectrin Beta Chain, Non-Erythrocytic 1
C106020	O15020	Spectrin Beta Chain, Non-Erythrocytic 2
C92977	Q9NS26	Sperm Protein Associated With the Nucleus on the X Chromosome A
C92978	Q9NS25	Sperm Protein Associated With the Nucleus on the X Chromosome B/F
C92979	Q9NY87	Sperm Protein Associated With the Nucleus on the X Chromosome C
C92981	Q9BXN6	Sperm Protein Associated With the Nucleus on the X Chromosome D
C92982	Q8TAD1	Sperm Protein Associated With the Nucleus on the X Chromosome E
C92987	Q5VSR9	Sperm Protein Associated With the Nucleus on the X Chromosome N1
C92992	Q5MJ10	Sperm Protein Associated With the Nucleus on the X Chromosome N2
C92997	Q5MJ09	Sperm Protein Associated With the Nucleus on the X Chromosome N3
C93000	Q5MJ08	Sperm Protein Associated With the Nucleus on the X Chromosome N4
C93003	Q5MJ07	Sperm Protein Associated With the Nucleus on the X Chromosome N5
C142992	Q15506	Sperm Surface Protein Sp17
C122072	Q08648	Sperm-Associated Antigen 11B
C106294	P09430	Spermatid Nuclear Transition Protein 1
C150065	Q9UM82	Spermatogenesis-Associated Protein 2
C118536	Q8TB22	Spermatogenesis-Associated Protein 20
C29972	Q13309	S-Phase Kinase-Associated Protein 2
C104177	O15121	Sphingolipid Delta(4)-Desaturase DES1
C104180	Q6QHC5	Sphingolipid Delta(4)-Desaturase/C4-Hydroxylase DES2
C105021	P17405	Sphingomyelin Phosphodiesterase
C105026	O60906	Sphingomyelin Phosphodiesterase 2
C105032	Q9NY59	Sphingomyelin Phosphodiesterase 3
C105039	Q9NXE4	Sphingomyelin Phosphodiesterase 4
C102500	P21453	Sphingosine 1-Phosphate Receptor 1
C104775	O95136	Sphingosine 1-Phosphate Receptor 2
C104778	Q99500	Sphingosine 1-Phosphate Receptor 3
C104781	O95977	Sphingosine 1-Phosphate Receptor 4
C104784	Q9H228	Sphingosine 1-Phosphate Receptor 5
C92513	Q9NYA1	Sphingosine Kinase 1
C128472	Q9NRA0	Sphingosine Kinase 2
C105033	O95470	Sphingosine-1-Phosphate Lyase 1
C105040	Q9BX95	Sphingosine-1-Phosphate Phosphatase 1
C105047	Q8IWX5	Sphingosine-1-Phosphate Phosphatase 2
C18555	P17947	SPI1 Oncoprotein
C118354	Q8WVK7	Spindle and Kinetochore-Associated Protein 2
C118924	Q13838	Spliceosome RNA Helicase DDX39B
C98286	O75533	Splicing Factor 3B Subunit 1
C71444	P23246	Splicing Factor Proline-and Glutamine-Rich
C101115	Q01081	Splicing Factor U2AF 35 kDa Subunit
C102823	Q7Z699	Sprouty-Related, EVH1 Domain-Containing Protein 1
C124239	Q86WV1	Src Kinase-Associated Phosphoprotein 1
C29930	O75563	Src Kinase-Associated Phosphoprotein 2
C17689	Q14247	SRC Substrate Cortactin
C150077	Q13239	Src-Like-Adapter
C102762	Q96SB4	SRSF Protein Kinase 1
C21339	O95630	STAM-Binding Protein
C30004	P52823	Stanniocalcin-1
C30005	O76061	Stanniocalcin-2
C96333	Q7KZF4	Staphylococcal Nuclease and Tudor Domain Containing 1
C129044	P16949	Stathmin
C131221	Q9H2G2	STE20-Like Serine/Threonine-Protein Kinase
C116598	Q9Y240	Stem Cell Growth Factor Beta
C102781	Q6SZW1	Sterile Alpha and TIR Motif-Containing Protein 1
C150317	Q5K651	Sterile Alpha Motif Domain-Containing Protein 9
C40068	P05093	Steroid 17-Alpha-Hydroxylase/17,20 Lyase
C40071	P08686	Steroid 21-Hydroxylase
C101394	P11474	Steroid Hormone Receptor ERR1
C139919	O95718	Steroid Hormone Receptor ERR2
C75873	Q13285	Steroidogenic Factor 1
C104151	Q02318	Sterol 26-Hydroxylase, Mitochondrial
C105087	P36956	Sterol Regulatory Element-Binding Protein 1
C75587	P08842	Steryl-Sulfatase
C104695	Q9BX79	Stimulated By Retinoic Acid Gene 6 Protein Homolog
C104905	Q7Z7C7	Stimulated by Retinoic Acid Gene 8 Protein
C101588	Q86WV6	Stimulator of Interferon Genes Protein
C71002	Q9Y6Q2	Stonin-1
C112068	P31948	Stress-Induced-Phosphoprotein 1
C107663	O43815	Striatin
C28774	P48061	Stromal Cell-Derived Factor 1
C21219	Q13586	Stromal Interaction Molecule 1
C17571	P08254	Stromelysin-1
C101761	P09238	Stromelysin-2
C17594	P24347	Stromelysin-3
C75512	Q14683	Structural Maintenance of Chromosomes Protein 1A
C26084	Q9UQE7	Structural Maintenance of Chromosomes Protein 3
C116052	Q8IY92	Structure-Specific Endonuclease Subunit SLX4
C847	P20366	Substance P
C41023	P25103	Substance-P Receptor
C97781	O14521	Succinate Dehydrogenase [Ubiquinone] Cytochrome B Small Subunit, Mitochondrial
C103875	P31040	Succinate Dehydrogenase [Ubiquinone] Flavoprotein Subunit, Mitochondrial
C97775	P21912	Succinate Dehydrogenase [Ubiquinone] Iron-Sulfur Subunit, Mitochondrial
C97772	Q9NX18	Succinate Dehydrogenase Assembly Factor 2, Mitochondrial
C97778	Q99643	Succinate Dehydrogenase Cytochrome b560 Subunit, Mitochondrial
C127893	Q8NBK3	Sulfatase-Modifying Factor 1
C107443	P50225	Sulfotransferase 1A1
C116944	O00338	Sulfotransferase 1C2
C101573	Q9UBE0	SUMO-Activating Enzyme Subunit 1
C101570	Q9UBT2	SUMO-Activating Enzyme Subunit 2
C55287	P00441	Superoxide Dismutase [Cu-Zn]
C16819	P04179	Superoxide Dismutase [Mn], Mitochondrial
C18284	P78524	Suppression of Tumorigenicity 5 Protein
C97796	O15524	Suppressor of Cytokine Signaling 1
C116027	O14508	Suppressor of Cytokine Signaling 2
C97975	O14543	Suppressor of Cytokine Signaling 3
C97821	Q9UMX1	Suppressor of Fused Homolog
C18295	Q9Y5Y6	Suppressor of Tumorigenicity 14 Protein
C30003	Q9NRC1	Suppressor of Tumorigenicity 7 Protein
C127871	Q16637	Survival Motor Neuron Protein
C114403	Q6UWL2	Sushi Domain-Containing Protein 1
C29995	O60687	Sushi Repeat-Containing Protein SRPX2
C88946	Q8TER0	Sushi, Nidogen and EGF-Like Domain-Containing Protein 1
C19838	Q92922	SWI/SNF Complex Subunit SMARCC1
C19839	Q8TAQ2	SWI/SNF Complex Subunit SMARCC2
C17915	Q12824	SWI/SNF-Related Matrix-Associated Actin Dependent Regulator of Chromatin Subfamily B Member 1
C19858	O60264	SWI/SNF-Related Matrix-Associated Actin-Dependent Regulator of Chromatin Subfamily A Member 5
C19842	Q96GM5	SWI/SNF-Related Matrix-Associated Actin-Dependent Regulator of Chromatin Subfamily D Member 1
C19843	Q92925	SWI/SNF-Related Matrix-Associated Actin-Dependent Regulator of Chromatin Subfamily D Member 2
C19844	Q6STE5	SWI/SNF-Related Matrix-Associated Actin-Dependent Regulator of Chromatin Subfamily D Member 3
C19840	Q969G3	SWI/SNF-Related Matrix-Associated Actin-Dependent Regulator of Chromatin Subfamily E Member 1
C19803	P22082	SWI2/SNF2
C19808	P32591	Swi3p
C105072	Q05940	Synaptic Vesicular Amine Transporter
C114739	O43426	Synaptojanin-1
C114400	Q15431	Synaptonemal Complex Protein 1
C101146	P08247	Synaptophysin
C105955	Q8N3V7	Synaptopodin
C127884	P60880	Synaptosomal-Associated Protein 25
C150332	P08247	Synaptotagmin-1
C96914	P18827	Syndecan-1
C105000	P34741	Syndecan-2
C118952	O75056	Syndecan-3
C101433	P31431	Syndecan-4
C102938	Q9Y6H5	Synphilin-1
C114621	O75558	Syntaxin-11
C116090	P32856	Syntaxin-2
C106354	O00560	Syntenin-1
C131192	Q70YC4	Talanin
C20125	O95271	Tankyrase-1
C112141	O15533	Tapasin
C80022	Q13148	TAR DNA-Binding Protein 43
C105119	Q9BPZ7	Target of Rapamycin Complex 2 Subunit MAPKAP1
C116084	Q9ULW0	Targeting Protein for Xklp2
C99184	P13686	Tartrate-Resistant Acid Phosphatase Type 5
C99185	P13686	Tartrate-Resistant Acid Phosphatase Type 5b
C30078	O95753	TATA Box-Binding Protein-Like Protein 1
C18185	O14981	TATA-Binding Protein-Associated Factor 172
C95996	Q92804	TATA-Binding Protein-Associated Factor 2N
C17578	P20226	TATA-Box-Binding Protein
C137983	Q86VP1	Tax1-Binding Protein 1
C102926	Q16650	T-Box Brain Protein 1
C75413	O43435	T-Box Transcription Factor TBX1
C104250	Q9UL17	T-Box Transcription Factor TBX21
C150338	Q9Y458	T-Box Transcription Factor TBX22
C101640	O15119	T-Box Transcription Factor TBX3
C106323	P57082	T-Box Transcription Factor TBX4
C92150	Q99593	T-Box Transcription Factor TBX5
C118976	Q7Z3E1	TCDD-Inducible Poly [ADP-Ribose] Polymerase
